24,No,Recombinant subunit vaccine,Recombinant subunit vaccine,S-Trimer,Clover Biopharmaceuticals,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,,New,Glaxosmithkline,China,Ongoing,,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/1/2020,,,
24,Yes,https://www.bioworld.com/articles/433055-clover-produces-subunit-vaccine-candidate-s-trimer-for-coronavirus,https://www.bioworld.com/articles/433055-clover-produces-subunit-vaccine-candidate-s-trimer-for-coronavirus,,,,COVID-19,,,,,,,,,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,No,Linear DNA Vaccine,Linear DNA Vaccine,,Applied DNA Sciences; Takis Biotech,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Other,New,Applied DNA Sciences; Takis Biotech,United States; Rome - Italy,Ongoing,PCR produced linear DNA vaccine,,Pre-Clinical Testing,,,3/18/2020,,,,,,,,,,,,,,,,,,,,,,Azmi,4/1/2020,,,
25,Yes,Linear DNA Vaccine,Linear DNA Vaccine,,https://adnas.com/coronavirus-preclinical-trials-italy-ministry-health/,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,No,NanoFlu,,NanoFlu,Novavax,Vaccine - Prophylactic,Other,Subunit Vaccines,Other,New,Novavax; Emergent BioSolutions Inc; CEPI,United States,Ongoing,recombinant quadrivalent seasonal influenza vaccine using hemagglutinin (HA) protein nanoparticles,,Manufacturing,,,,,,,,,,,,,3,Seasonal Flu/Influenza,2562,Yes,19,,,,3/24/2020,,,,Azmi,4/1/2020,,,There is another being produced by novavax that is pre-phase1 specific for Covid-19 (http://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development) - this will need a separate row to populate.
26,Yes,,,,http://ir.novavax.com/news-releases/news-release-details/novavax-nanoflu-achieves-all-primary-endpoints-phase-3-clinical,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,No,,,,Predictive Oncology,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,No,,,,Integral Molecular,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,No,,,,AJ Vaccines,Vaccine - Prophylactic,COVID-19,Protein-based (including monoclonal antibodies),Other,New,,,Ongoing,Using modern antigen technology,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,Zain,04/01/2020,,,
29,Yes,,,,https://ajvaccines.com/news/,https://ajvaccines.com/news/,https://ajvaccines.com/news/,https://ajvaccines.com/news/,https://ajvaccines.com/news/,https://ajvaccines.com/news/,,,https://ajvaccines.com/news/,https://ajvaccines.com/news/,,https://ajvaccines.com/news/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,No,remdesivir,remdesivir,,Gilead Sciences Inc,Therapeutic,COVID-19,Small molecule,Antiviral drugs-not specified,Repurposed-Not Approved,Gilead Sciences,United States,Ongoing,Other trials undertaken by NIAD-USA; INSERM-France; China Japanese friendship hospital; No of study is increasing rapidly,,Phase 3,,,,,,,,,03/15/2020,No,No,,3,COVID 19,600,No,41,"Kaiser Permanente Los Angeles Medical Center - Los Angeles - California; Hoag Memorial Hospital Presbyterian - Newport Beach - California; Stanford Hospital - Stanford - California; University of Chicago - Chicago - Illinois; Brigham & Women's Hospital and Harvard Medical School - Boston - Massachusets; Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center - Lagrangeville - New York; Jamaica Hospital Medical Center - Jamaica - New York; Danbury Hospital - Lagrangeville - New York; Providence Portland Medical Center - Portland - Oregon; Providence St. Vincent Medical Center - Portland - Oregon; The Miriam Hospital - Providence - Rhode Island; Baylor University Medical Center - Dallas - Texas; Houston Methodist Hospital - Houston - Texas; Providence Medical Research Center - Everett - Washington;  Swedish Center for Comprehensive Care - Seattle - Washington; MultiCare Tacoma General Hospital - Tacoma - Washington; Klinikum rechts der Isar der TU Munchen, Klinik und Poliklinik Innere Medizin 2 - Munich - Germany; Prince of Wales Hospital - Hong Kong - Hong Kong; Princess Margaret Hospital - Hong Kong - Hong Kong; Queen Mary Hospital - Hong Kong - Hong Kong; Azienda Ospedaliero Universitaria di Parma - Parma - Islamic Republic of Iran; ASST degli Spedali Civili di Brescia - Brescia - Italy; ASST di Cremona - Azienda Socio Sanitaria Territor - Cremona - Italy; ASST Fatebenefratelli Sacco - Milano - Italy; UOC Malattie Infettive e Tropicali, Azienda Ospedaliera di Padova - Padova PD - Italy;  Malattie Infettive I, Fondazione IRCCS Policlinico San Matteo - Pavia - Italy; Kyungpook National University Hospital - Daegu - Republic of Korea; Seoul Medical Center - Seoul - Republic of Korea; National Medical Center - Seoul - Korea; National University Hospital - Singapore - Singapore; Singapore General Hospital - Singapore - Singapore; National Centre for Infectious Diseases - Tan Tock Seng Hospital - Singapore - Singapore; Hospital Clinic de Barcelona - Barcelona - Spain; Hospital Universitario Cruces - Bizakaia - Spain; Hospital Universitario La Paz - Madrid - Spain; Hopitaux Universitaires de Genève - Genève 14 - Switzerland; Ospedale Regionale di Locarno La Carità - Lugano - Switzerland; Universitätsspital Zürich - Zürich - Switzerland; Kaohsiung Veterans General Hospital - Kaohsiung - Taiwan; China Medical University Hospital- Taichung - Taiwan; National Taiwan University Hospital - Taipei City -Taiwan",03/15/2020,05/2020,,,Contact staff at Gilead Clinical Study Information Center 1-833-445-3230 (GILEAD-0) GileadClinicalTrials@gilead.com,,Okezi,04/01/2020,,,
30,Yes,remdesivir,remdesivir,,https://www.gilead.com/purpose/advancing-global-health/covid-19,,COVID-19,,,,,,,https://www.gilead.com/purpose/advancing-global-health/covid-19/remdesivir-clinical-trials,,,,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04292730,,,,https://clinicaltrials.gov/ct2/show/NCT04292730,https://clinicaltrials.gov/ct2/show/NCT04292730,https://clinicaltrials.gov/ct2/show/NCT04292730,,https://clinicaltrials.gov/ct2/show/NCT04292730,https://clinicaltrials.gov/ct2/show/NCT04292730,https://clinicaltrials.gov/ct2/show/NCT04292730,,,,https://clinicaltrials.gov/ct2/show/NCT04292730,,,,,,
31,No,lopinavir; ritonavir,lopinavir; ritonavir,Kaletra; Aluvia,AbbVie,Therapeutic,COVID-19,Small molecule,Antiviral drugs-antiretrovirals,Repurposed-Approved,AbbVie,Multiple,Ongoing,Unclear what to do with this one - abbvie is not the sponsor but is the manufacturer of the drug. Some studies are published: https://www.nejm.org/doi/pdf/10.1056/NEJMoa2001282?articleTools=true; https://www.medrxiv.org/content/10.1101/2020.03.19.20038984v1.full.pdf. Note that for the highest study there were multiple phase 4 so I picked the largest one that had alrady started recruiting,,?Phase 4,,,,,,,,,,,,,4,2019-nCoV,400,No,1,Wuhan - China,02/01/2020,06/01/2020,07/01/0202,,https://www.clinicaltrials.gov/ct2/show/NCT04255017?term=lopinavir+ritonavir&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=2,,James,04/02/2020,,,
31,Yes,https://milkeninstitute.org/sites/default/files/2020-03/Covid19%20Tracker%20NEW3-30-20.pdf,https://milkeninstitute.org/sites/default/files/2020-03/Covid19%20Tracker%20NEW3-30-20.pdf,https://www.abbvie.com/content/dam/abbvie-dotcom/uploads/PDFs/factsheet-coronavirus-030420.pdf,https://milkeninstitute.org/sites/default/files/2020-03/Covid19%20Tracker%20NEW3-30-20.pdf,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2001282?articleTools=true,COVID-19,https://www.drugbank.ca/drugs/DB01601; https://www.drugbank.ca/drugs/DB01601,https://www.kaletra.com/,https://www.drugbank.ca/drugs/DB01601; https://www.drugbank.ca/drugs/DB01601,https://www.abbvie.com/content/dam/abbvie-dotcom/uploads/PDFs/factsheet-coronavirus-030420.pdf,,,,,,,,,,,,,,,,,,https://www.clinicaltrials.gov/ct2/show/NCT04255017?term=lopinavir+ritonavir&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=2,,,,,,,,,,,,,,,,
32,No,Sarilumab,Sarilumab,Kevzara,Regeneron; Sanofi,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Nonspecific anti-inflammatory and immunosuppressive drugs,Repurposed-Approved,,Unites States,Ongoing,,,Phase 3,,,,,,,,03/16/2020,03/16/2020,,,,3,Covid-19,400,No,57,"If anyone else has done, copy accross",03/16/2020,03/16/2021,03/16/2021,,https://www.clinicaltrials.gov/ct2/show/NCT04315298,,James,04/02/2020,,,
32,Yes,https://www.drugbank.ca/drugs/DB11767,https://www.drugbank.ca/drugs/DB11767,https://www.drugbank.ca/drugs/DB11767,http://www.news.sanofi.us/2020-03-16-Sanofi-and-Regeneron-begin-global-Kevzara-R-sarilumab-clinical-trial-program-in-patients-with-severe-COVID-19,http://www.news.sanofi.us/2020-03-16-Sanofi-and-Regeneron-begin-global-Kevzara-R-sarilumab-clinical-trial-program-in-patients-with-severe-COVID-19,COVID-19,https://www.drugbank.ca/drugs/DB11767,https://newsroom.regeneron.com/news-releases/news-release-details/regeneron-and-sanofi-begin-global-kevzarar-sarilumab-clinical,https://www.drugbank.ca/drugs/DB11767,,https://www.google.com/search?rlz=1C5CHFA_enGB854GB854&sxsrf=ALeKk022og2HFqxgB2OGNk6Vdmns2VRRhQ%3A1585861871624&ei=71SGXuTZJYKvggfAjrv4BA&q=regeneron+&oq=regeneron+&gs_lcp=CgZwc3ktYWIQAzIICAAQgwEQkQIyBAgAEEMyBQgAEIMBMgUIABCDATIFCAAQgwEyBQgAEIMBMgIIADICCAAyBQgAEIMBMgUIABCDAToECAAQRzoECCMQJzoFCAAQkQI6BwgAEBQQhwJQ2U1Y2ltgp1xoAHABeACAAYYBiAGSB5IBAzYuM5gBAKABAaoBB2d3cy13aXo&sclient=psy-ab&ved=0ahUKEwikjZXs08roAhWCl-AKHUDHDk8Q4dUDCAs&uact=5,https://clinicaltrials.gov/ct2/show/NCT04315298?term=kevzara&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&draw=2,,,https://clinicaltrials.gov/ct2/show/NCT04315298?term=kevzara&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&draw=2,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04315298?term=kevzara&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04315298?term=kevzara&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&draw=2&rank=1,,,,https://www.clinicaltrials.gov/ct2/show/NCT04315298,https://www.clinicaltrials.gov/ct2/show/NCT04315298,https://www.clinicaltrials.gov/ct2/show/NCT04315298,https://www.clinicaltrials.gov/ct2/show/NCT04315298,,https://www.clinicaltrials.gov/ct2/show/NCT04315298,https://www.clinicaltrials.gov/ct2/show/NCT04315298,https://www.clinicaltrials.gov/ct2/show/NCT04315298,,,https://www.clinicaltrials.gov/ct2/show/NCT04315298,,James,04/03/2020,,,
33,No,hydroxychloroquine,hydroxychloroquine,,Numerous. University of Minnesota; University of Oxford; IHU-Méditerranée Infection and others; World Health Organization SOLIDARITY trial (chloroquine); New York State Department of Health (hydroxychloroquine with zithromax),Vaccine - Prophylactic,COVID-19,Small molecule,Antimalarial drugs,Repurposed-Approved,,NA,Ongoing,,,?Phase 4,,,,,,,,,,,,,4,COVID 19,800,No,Not listed,Not listed,04/06/2020,11/06/2020,11/06/2020,,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=2,,James,04/04/2020,,,
33,Yes,hydroxychloroquine,hydroxychloroquine,,https://milkeninstitute.org/sites/default/files/2020-03/Covid19%20Tracker%20NEW3-30-20.pdf,https://www.cdc.gov/coronavirus/2019-ncov/hcp/therapeutic-options.html; https://www.npr.org/sections/coronavirus-live-updates/2020/03/31/824572119/clinical-trials-set-to-determine-if-anti-malaria-drug-effective-against-covid-19,COVID-19,https://www.drugbank.ca/drugs/DB01611,https://www.drugbank.ca/drugs/DB01612,https://www.drugbank.ca/drugs/DB01613,,,,,,,,,,,,,,,,,,,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=2,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=3,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=4,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=5,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=6,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=7,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=8,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=9,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=10,,https://www.clinicaltrials.gov/ct2/show/NCT04330495?term=hydroxychloroquine&cond=coronavirus+OR+corona+OR+covid+OR+sars+OR+acute+respiratory+OR+ards+OR+pneumonia&phase=3&draw=2&rank=11,,,,,,
35,No,TJ003234,TJ003234,TJM2,I-Mab Biopharma,Therapeutic,ARDS,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Not Approved,,China,Ongoing,AntiBody against GM-CSF. Previously passed a phase 1 trial. INDs submitted for phase II clinical trials in China USA and South Korea.,,Phase 1,,,,,,,3/18/2019,,,,,,,,,,,,,,,,,,Matthew,4/1/2020,,,
35,Yes,TJ003234,TJ003234,http://www.i-mabbiopharma.com/en/article-491.aspx,http://www.i-mabbiopharma.com/en/article-491.aspx,http://www.i-mabbiopharma.com/en/article-491.aspx,http://www.i-mabbiopharma.com/en/article-491.aspx,http://www.i-mabbiopharma.com/en/article-491.aspx,http://www.i-mabbiopharma.com/en/article-491.aspx,https://clinicaltrials.gov/ct2/show/NCT03794180,,http://www.i-mabbiopharma.com/en/article-491.aspx,https://apnews.com/Globe%20Newswire/bd107410eacfaa7143eb9ec954e11c70,https://apnews.com/Globe%20Newswire/bd107410eacfaa7143eb9ec954e11c70,,https://apnews.com/Globe%20Newswire/bd107410eacfaa7143eb9ec954e11c70,,,,,,,https://clinicaltrials.gov/ct2/show/NCT03794180,,,,,,,,,,,,,,,,,,,,,,
36,No,AT-100,AT-100,,Airway Therapeutics,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Other,Repurposed-Not Approved,,United States,Ongoing,Recombinant surfactant protein developed to treat bronchopulmonary dysplatia. No timeline for clinical trials.,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/1/2020,,,
36,Yes,AT-100,AT-100,,https://www.airwaytherapeutics.com/at-100/,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,https://www.airwaytherapeutics.com/at-100/,https://www.airwaytherapeutics.com/at-100/,,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,,https://www.airwaytherapeutics.com/airway-therapeutics-announces-filing-with-nih-to-evaluate-at-100-as-a-therapy-for-novel-coronavirus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,No,TZLS-501,TZLS-501,,Tiziana Life Sciences,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Other,New,Tiziana Life Sciences; Novimmune,United Kingdom,Ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arshy,03/29/2020,,,
37,Yes,TZLS-501,TZLS-501,,https://www.marketwatch.com/story/uk-biotech-tiziana-life-sciences-says-its-tzls-501-may-be-of-use-in-treating-coronavirus-2020-03-11,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,No,OYA1,OYA1,,OyaGen,Therapeutic,COVID-19,Small molecule,Antiviral drugs-broad spectrum,Repurposed-Not Approved,OyaGen,United States,Ongoing,,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Arshy,03/29/2020,,,
38,Yes,OYA1,OYA1,https://www.biospace.com/article/releases/oyagen-inc-announces-a-compound-in-development-with-broad-antiviral-activity-against-coronaviruses-including-sars-cov-2/,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,No,BPI-002,BPI-002,,BeyondSpring Inc,Therapeutic,COVID-19,Small molecule,Antiviral drugs-broad spectrum,Repurposed-Not Approved,BeyondSpring Inc,United States,Ongoing,Also being considered as a vaccine adjuvant to stimulate long term immunity; Very little information is available on development stages - A patent has been filed for it by the company but it is not clear what that translates to; Information in column T was seen on just one website,,Pre-Clinical Testing,,,03/13/2020,,,,,,,No,,,,,,,,,,,,,,,Okezi,04/02/2020,,,
39,Yes,BPI-002,BPI-002,,https://www.biospace.com/article/releases/beyondspring-files-for-patent-protection-on-bpi-002-for-the-treatment-of-viral-infections-including-covid-19/,,COVID-19,,,,https://www.beyondspringpharma.com/otherpipeline/index.aspx,,,https://www.biospace.com/article/releases/beyondspring-files-for-patent-protection-on-bpi-002-for-the-treatment-of-viral-infections-including-covid-19/,,,,,https://adisinsight.springer.com/drugs/800049541,,,,,,,https://www.beyondspringpharma.com/pipelineoverview/index.aspx,,,,,,,,,,,,,,,,,,,
40,No,NP-120 (Ifenprodil),NP-120 (Ifenprodil),,Algernon Pharmaceuticals,Therapeutic,ARDS,Protein-based (including monoclonal antibodies),Other,Repurposed-Not Approved,Cascade chemistry,Canada,Ongoing,Therapeutic approach - receptor antagonist; Drug originally evaluated for treatment of Idiopathic Pulmonary Fibrosis,,Phase 2,,,Completed,,,,,06/2020,,,,,2,Idiopathic Pulmonary Fibrosis,20,No,,,06/2020,03/2021,06/2021,,"Contact study staff Nancy Stewart, Ph.D. 204-928-7905 nstewart@gvicds.com",,Okezi,04/02/2020,,,
40,Yes,NP-120 (Ifenprodil),NP-120 (Ifenprodil),,https://algernonpharmaceuticals.com/ipf-np-120/,,ARDS,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04318704?term=ifenprodil&draw=2&rank=2,,,,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04318704?term=ifenprodil&draw=2&rank=2,https://clinicaltrials.gov/ct2/show/NCT04318704?term=ifenprodil&draw=2&rank=2,https://clinicaltrials.gov/ct2/show/NCT04318704?term=ifenprodil&draw=2&rank=2,,https://clinicaltrials.gov/ct2/show/NCT04318704?term=ifenprodil&draw=2&rank=2,,,,,,
41,No,APN01,APN01,,University of British Columbia; APEIRON Biologics,Therapeutic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Yes,APN01,APN01,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,No,Brilacidin Tetrahydrochloride,Brilacidin Tetrahydrochloride,Brilacidin,Innovation Pharmaceuticals,Therapeutic,COVID-19,Small molecule,Antibiotics and antiparasitics,Repurposed-Not Approved,Innovation Pharamaceuticals,United States,Ongoing,,,Pre-Clinical Testing,,03/01/2020,,,,,,,,,,,,,,,,,,,,,,,Joseph Malinao,04/02/2020,,,
42,Yes,Brilacidin,Brilacidin,https://static1.squarespace.com/static/5715352e20c647639137f992/t/5e5c0bbea72c2f71ab0978ee/1583090668780/IPIX+Brilacidin+Defensin+Mimetics+-+COVID-19+Overview+March+1+2020+update.pdf,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,No,leronlimab,leronlimab,,CytoDyn,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,RedChip companies,United States,Ongoing,Patient treatment underway via Emergency IND; Phase 2 trial protocol filed,,Phase 2,,,,,,IND,,,,,,,,,75,No,,,,,,,,,Anusha Joshi,4/1/2020,,,
43,Yes,leronlimab,leronlimab,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,No,Novel Viral Inhibitor,Novel Viral Inhibitor,BTX-025,BIOXYTRAN,Therapeutic,COVID-19,Small molecule,Antiviral drugs-not specified,New,Bioxytran,United States,Ongoing,Novel galectin inhibitor for use in COVID-19. Currently pre-clinical.,,Discovery,,,03/24/2020,,,,,,,,,,,,,,,,,,,,,,Azmi,4/1/2020,,,
44,Yes,Novel Viral Inhibitor,Novel Viral Inhibitor,,https://www.globenewswire.com/news-release/2020/03/24/2005534/0/en/Bioxytran-Licenses-Novel-Viral-Inhibitor-for-COVID-19-Patients.html,https://www.globenewswire.com/news-release/2020/03/24/2005534/0/en/Bioxytran-Licenses-Novel-Viral-Inhibitor-for-COVID-19-Patients.html,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azmi,3/31/2020,,,
45,No,Actemra,Actemra,,Roche,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Nonspecific anti-inflammatory and immunosuppressive drugs,Repurposed-Not Approved,Roche,United States,Ongoing,first approved anti-IL-6 receptor biologic available in both intravenous (IV) and subcutaneous (SC) formulations for the treatment of adult patients with moderate-to-severe active rheumatoid arthritis (RA).,,Phase 3,,,,,,,,,03/19/2020,,,,3,severe COVID-19 pneumonia,330,No,Not disclosed,Global,Early April 2020,,,,,"Roche is initiating a randomised, double-blind, placebo-controlled Phase III study (COVACTA) to evaluate the safety and efficacy of intravenous Actemra/RoActemra added to standard of care in adult patients hospitalised with severe COVID-19 pneumonia compared to placebo plus standard of care.",Azmi,4/1/2020,,,
45,Yes,Actemra,Actemra,,,https://www.roche.com/media/releases/med-cor-2020-03-19.htm,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,No,BCX4430,BCX4430,Galidesivir,Biocryst Pharma,Therapeutic,Other,Small molecule,Antiviral drugs-broad spectrum,New,NIAID;BARDA-NIH,United States,Ongoing,"Neucleoside analogue for Yellow Fever, broad spectrum.",,Phase 2,,,,,,,,,,,,,1,Yellow Fever,24,Yes,Not disclosed,Not disclosed,,,05/09/2019,,,,Azmi,4/3/2020,,,
46,Yes,Galidesivir,Galidesivir,,,http://ir.biocryst.com/news-releases/news-release-details/biocryst-completes-phase-1-clinical-trial-galidesivir,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,No,REGN3048-3051,REGN3048-3051,,Regeneron,Therapeutic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Yes,REGN3048-3051,REGN3048-3051,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,No,SNG001,SNG001,,Synairgen Research,Therapeutic,COVID-19,Other,Other,Repurposed-Approved,Public funding through shares,United Kingdom,Ongoing,inhaled forumation of beta-1a interferon,,Phase 2,,,,,,,,03/18/2020,,MHRA and HRA approval,,,2,Covid-19,400,No,20,UK,03/18/2020,,,,,,Zain,04/02/2020,,,
48,Yes,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.morningstar.co.uk/uk/news/AN_1585205934091906300/synairgen-raises-cash-to-go-towards-covid-19-drug-trial.aspx,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,https://www.synairgen.com/covid-19/,,https://www.synairgen.com/covid-19/,,,,,,,,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,,https://www.clinicaltrialsarena.com/news/cansino-synairgen-covid-19-trials/,,,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001023-14/GB,,,,,,,,,,
49,No,AmnioBoost,AmnioBoost,,Lattice Biologics,Therapeutic,COVID-19,Other,Other,Repurposed-Approved,Lattice Biologics,United States,Ongoing,,,Phase 1,,,,,,,03/17/2020,,,,,,1,Covid-19,10,No,1,"Seattle, USA",03/17/2020,,,,,,Zain,04/02/2020,,,
