65,No,siltuximab,siltuximab,Sylvant,EUSA Pharma,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,Ergomed,England,Ongoing,Clinical trial NCT04322188 started but phase UNKNOWN,,,,Repurposed,SKIPPED,SKIPPED,SKIPPED,UNKNOWN,,,,,,,UNKNOWN,COVID-19,50,No,1,Papa Giovanni XXIII Hospital - Italy,03/19/2020,05/19/2020,,,,,Gabbie,04/02/2020,,,,,,,,,,,,,,
65,Yes,https://www.clinicaltrialsarena.com/news/eusa-pharma-siltuximab-study-covid-19/,https://www.clinicaltrialsarena.com/news/eusa-pharma-siltuximab-study-covid-19/,,,,COVID-19,,,,,,,https://www.clinicaltrials.gov/ct2/show/record/NCT04322188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,No,47D11,47D11,,Harbour Biomed,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,Mount Sinai; Utrecht University; Eurasmus MC,China,Ongoing,Monoclonal antibodies,,Pre-Clinical Testing,,03/12/2020,03/12/2020,03/12/2020,,,,,,,,,,,,,,,,,,,,,Gabbie,04/02/2020,,,,,,0,0,,,,,,,
66,Yes,https://www.biorxiv.org/content/10.1101/2020.03.11.987958v1.full.pdf+html,https://www.biorxiv.org/content/10.1101/2020.03.11.987958v1.full.pdf+html,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,No,PolyTope mAb Therapy,PolyTope mAb Therapy,,ImmunoPrecise Antibodies Ltd; EVQLV,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,,Canada,Ongoing,Monoclonal antibodies,,Pre-Clinical Testing,,03/12/2020,03/30/2020,,,,,,,,,,,,,,,,,,,,,,Rebecca Taylor,04/01/2020,,,,,,18,,,,,,,,
67,Yes,,,,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,COVID-19,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,,https://www.immunoprecise.com/immunoprecises-artificial-intelligence-partner-evqlv-submits-first-panel-of-optimized-antibody-sequences-to-coronavirus-for-polytope-mab-therapy-program/,,https://www.immunoprecise.com/immunoprecise-announces-the-launch-of-polytope-mab-therapy-tm-to-tackle-coronavirus-pandemic/,https://www.immunoprecise.com/immunoprecises-artificial-intelligence-partner-evqlv-submits-first-panel-of-optimized-antibody-sequences-to-coronavirus-for-polytope-mab-therapy-program/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,No,IFX-1,IFX-1,,InflaRx,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,,Germany,Ongoing,Monoclonal antibodies,,Phase 1,,02/00/2020,03/00/2020,,,02/00/2020,03/00/2020,03/31/00,,,,,1,COVID19,2,No,1,China,03/31/20,,,,,,Rebecca Taylor,04/02/2020,,,,,,,,,,,,,,
68,Yes,,,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,COVID-19,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Research---Development/Pipeline.html,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,https://www.nature.com/articles/d41587-020-00005-z,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,,https://www.inflarx.de/Home/Investors/Press-Releases/02-2020-InflaRx-Announces-Positive-Initial-Data-from-Ongoing-Phase-IIa-Open-Label-Study-with-IFX-1-in-Patients-Suffering-from-Pyoderma-Gangraenosum-.html,https://www.inflarx.de/Home/Investors/Press-Releases/02-2020-InflaRx-Announces-Positive-Initial-Data-from-Ongoing-Phase-IIa-Open-Label-Study-with-IFX-1-in-Patients-Suffering-from-Pyoderma-Gangraenosum-.html,,,https://www.genengnews.com/virology/coronavirus/catching-up-to-coronavirus-top-60-treatments-in-development/,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,https://www.nature.com/articles/d41587-020-00005-z,,,,,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,,,,,,,04/03/2020,,,,,,,,,,,,,,
69,No,Plitidepsin,Plitidepsin,Aplidin,Pharmamar,Therapeutic,COVID-19,Small molecule,Antiviral drugs-immunosupressive,Repurposed-Approved,CSIC,Spain,Ongoing,Anti-melanoma agent,,Phase 2,,02/00/2020,03/13/2020,,,,03/00/2020,04/00/2020,,,,,2,COVID 19,,No,,Spanish Hospitals,04/00/2020,,,,,,Rebecca Taylor,04/02/2020,,,,,,,,,,,,,,
69,Yes,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,,COVID-19,https://www.drugbank.ca/drugs/DB04977,https://www.researchgate.net/publication/26280244_The_mechanism_of_action_of_plitidepsin,https://www.pharmamar.com/wp-content/uploads/2018/12/PR_Approval-APLIDIN-Australia.pdf,https://www.oncozine.com/plitidepsin-a-novel-anti-cancer-agent-possibly-active-against-covid18/,http://pharmamar.com/?lang=en,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6505631/,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,https://www.thepharmaletter.com/article/pharmamar-says-its-drug-aplidin-could-treat-covid-19,https://www.contractpharma.com/contents/view_breaking-news/2020-03-13/pharmamar-reports-positive-results-for-aplidin-against-coronavirus/,,,,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,,,,,,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,,,,,,,,,,,,,,,,,,,,
70,No,Ganovo; Ritonavir,Ganovo; Ritonavir,,Ascletis Pharma,Therapeutic,COVID-19,Small molecule,Protease Inhibitor,Repurposed-Approved,Shaoxing Government,China,Ongoing,Study patients discharged,,Phase 2,,,,,,01/25/2000,02/27/2020,03/10/2020,,,,,2,COVID19,3,No,,,,,,,,,Rebecca Taylor,04/02/2020,,,,,,,,,,7338,12,,,
70,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,No,LUNAR-COV19,,LUNAR-COV19,Arcturus,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Vaccine,New,Duke-National University of Singapore,United States,Ongoing,mRNA vaccine. They color code where in the pipeline their drugs are. Someone who can tell shades of blue apart better than me should double check their current status.,,Discovery,,03/27/2020,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,,,,,,,,,
71,Yes,,,https://arcturusrx.com/pipeline/#lunarcovid19,,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,https://www.globenewswire.com/news-release/2020/03/27/2007544/0/en/Arcturus-COVID-19-Vaccine-to-Benefit-from-Duke-NUS-Genetic-Correlation-System.html,https://arcturusrx.com/pipeline/#lunarcovid19,https://arcturusrx.com/pipeline/#lunarcovid19,,https://arcturusrx.com/pipeline/#lunarcovid19,,https://www.globenewswire.com/news-release/2020/03/27/2007544/0/en/Arcturus-COVID-19-Vaccine-to-Benefit-from-Duke-NUS-Genetic-Correlation-System.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,No,Favipiravir,Favipiravir,Avigan; favilavir,Fujifilm; Peking University First Hospital,Therapeutic,COVID-19,Small molecule,Antiviral drugs-antiretrovirals,Repurposed-Approved,,Japan,Ongoing,Japan has stockpile of 2 million.,,Phase 3,,,,,,,,,3/31/2020,,,,Not Applicable,Covid-19,150,No,11,Anhui Medical University Affiliated First Hospital - Hefei - China; Guiqiang Wang - Beijing - China; Peking University First Hospital - Beijing - China; Cancer Hospital Union Hospital Tongji Medical College Huazhong University of Science and Technology - Wuhan - China; Ezhou Central Hospital - Wuhan - China; Huoshenshan Hospital of Wuhan - Wuhan - China; Jinyintan Hospital of Wuhan - Wuhan - China; Tongji Hospital of Huazhong University of Science and Technology - Wuhan - China; West Hospital Union Hospital Huazhong University of Science and Technology - Wuhan - China; Wuhan Pulmonary Hospital - Wuhan - China; Zhongnan Hospital of Wuhan University - Wuhan - China,3/8/2020,5/31/2020,5/31/2020,,,,Matthew,4/1/2020,,,,,,,,,,,,,,
72,Yes,,,,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,,https://www.fujifilm.com/jp/en/news/hq/3211,,,,,,,,,https://www.fujifilm.com/jp/en/news/hq/3211,,,,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,,https://clinicaltrials.gov/ct2/show/NCT04310228,,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,,,,,,,,,,,,,,,,,,,
73,No,,,Zydus Cadila - Live Attenuated Vaccine,Zydus Cadila,Vaccine - Prophylactic,COVID-19,Whole-pathogen vaccines,Vaccine,New,,India,Ongoing,Uses a measles vector. They also are working on a DNA vaccine.,,Pre-Clinical Testing,,02/15/2020,04/05/2020,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,50,,,,,,,,
73,Yes,,,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://www.indiatoday.in/mail-today/story/zydus-cadila-serum-institute-too-in-the-hunt-for-coronavirus-vaccine-1663434-2020-04-05,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,,https://www.indiatoday.in/mail-today/story/zydus-cadila-serum-institute-too-in-the-hunt-for-coronavirus-vaccine-1663434-2020-04-05,,https://zyduscadila.com/public/pdf/pressrelease/Zydus_Cadila_launches_a_fast_tracked_programme_to_develop_vaccine_for_the_novel_coronavirus_2019-nCoVCOVID-19).pdf,https://www.indiatoday.in/mail-today/story/zydus-cadila-serum-institute-too-in-the-hunt-for-coronavirus-vaccine-1663434-2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,No,,,Sinovac Vaccine,Sinovac,Vaccine - Prophylactic,COVID-19,Whole-pathogen vaccines,Vaccine,New,,China,Ongoing,Inactivated vaccine. Based on a SARS platform. Very little direct information.,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,,,,,,,,,
74,Yes,,,http://www.sinovac.com/?optionid=748,,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,,http://www.sinovac.com/?optionid=748,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,,https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2020,,,,,,,,,,,,,,
75,No,,DELETE,Inactivated Vaccine,Beijing Institute of Biological Products; Wuhan Institute of Biological Products,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew,4/8/2020,,,,,,,,,,,,,,
75,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,No,,,Codagenix Live-Attenuated Vaccine,Codagenix; Serum Institute of India,Vaccine - Prophylactic,COVID-19,Whole-pathogen vaccines,Vaccine,New,,United States,Ongoing,Live-Attenuated vaccine. Country might need to be switched to India later. Targeting September for human trials and 2022 for release.,,Discovery,,02/13/2020,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,,,,,,,,,
76,Yes,,,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,https://www.fortuneindia.com/technology/covid-19-vaccine-possible-by-q2-of-2022-adar-poonawalla/104401,https://www.fortuneindia.com/technology/covid-19-vaccine-possible-by-q2-of-2022-adar-poonawalla/104401,,https://www.fortuneindia.com/technology/covid-19-vaccine-possible-by-q2-of-2022-adar-poonawalla/104401,,https://www.prnewswire.com/news-releases/codagenix-and-serum-institute-of-india-initiate-co-development-of-a-scalable-live-attenuated-vaccine-against-the-2019-novel-coronavirus-covid-19-301004654.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,No,,DELETE?,,DZIF - German Center for Infection Research,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,,,,,,,,,
77,Yes,,,,https://milkeninstitute.org/sites/default/files/2020-04/Covid19%20Tracker%20NEW4-17-20-3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,No,,,Greffex Vaccine,Greffex,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Vaccine,New,,United States,On Hold,They lack funding to start animal trials.,,Discovery,,3/11/2020,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/9/2020,,,,,,,,,,,,,,
78,Yes,,,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,,https://www.cpr.org/2020/03/19/these-colorado-labs-could-produce-a-covid-19-vaccine/,,https://markets.businessinsider.com/news/stocks/greffex-inc-completes-covid-19-vaccine-and-prepares-for-testing-1028986183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,No,,,AdaptVac Vaccine,AdaptVac,Vaccine - Prophylactic,COVID-19,Subunit Vaccines,Vaccine,New,PREVENT-nCOV Consortium,Denmark,Ongoing,Consortium of Danish companies and universities. One of the universities will likely be the sponsor when they go to clinical trials.,,Discovery,,3/9/2020,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/9/2020,,,,,,,,,,,,,,
79,Yes,,,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,,https://8b308f56-ce2d-4857-87a8-461fb5387ef7.filesusr.com/ugd/d53985_10ee03e51c1042928c616e9a0709bc34.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,No,,,Vaccine,ExpreS2ion Biotechnologies ApS,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew,4/8/2020,,,,,,,,,,,,,,
80,Yes,,,https://www.bioworld.com/COVID19products,https://www.bioworld.com/COVID19products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,No,,,USAMRIID Vaccine,WRAIR; USAMRIID,Vaccine - Prophylactic,COVID-19,Subunit Vaccines,Vaccine,New,,United States,Ongoing,,,Pre-Clinical Testing,,,03/05/2020,,,,,,,,,,,,,,,,,,,,,,Matthew,4/9/2020,,,,,,,,,,,,,,
81,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,No,,,VaxHit,Vaxil Bio Therapeutics,Vaccine - Prophylactic,COVID-19,Other,Vaccine,New,,Israel,Ongoing,Utilized single peptide technology;,,Pre-Clinical Testing,,,Started 03/2020,Yes,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
82,Yes,,,https://vaxil-bio.com/wp-content/uploads/2020/04/Vaxil-Overview-Exec-Sum-public-v4.1.pdf,https://vaxil-bio.com/wp-content/uploads/2020/04/Vaxil-Overview-Exec-Sum-public-v4.1.pdf,,,,,,,,,https://www.bioworld.com/COVID19products,,,,,https://www.globenewswire.com/news-release/2020/03/27/2007667/0/en/VAXIL-COMMENCES-PRECLINICAL-COVID-19-VACCINE-TRIAL-AND-FILES-AN-ADDITIONAL-COVID-19-PATENT.html,https://www.globenewswire.com/news-release/2020/03/27/2007667/0/en/VAXIL-COMMENCES-PRECLINICAL-COVID-19-VACCINE-TRIAL-AND-FILES-AN-ADDITIONAL-COVID-19-PATENT.html,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
83,No,,,FlowVax COVID 19,Flow Pharma,Vaccine - Prophylactic,COVID-19,Other,Vaccine,New,University of Texas Medical Branch at Galveston,United States,Ongoing,Approach - Biodegradable microsphere peptide vaccine targeting SARS-CoV-2 nucleocapsid; T-cell vaccine; Expected to be used for pre- and post-exposure prophylaxis;  Currently being tested on nonhuman primates,,Pre-Clinical Testing,,,Started 04/2020,Yes,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
83,Yes,,,https://www.flowpharma.com/,https://www.flowpharma.com/,,,,,,https://www.accesswire.com/584325/Flow-Pharma-Announces-Start-of-Pre-Clinical-Efficacy-Study-for-FlowVax-COVID-19-Vaccine,https://www.flowpharma.com/,,https://www.flowpharma.com/,,,,,https://www.accesswire.com/584325/Flow-Pharma-Announces-Start-of-Pre-Clinical-Efficacy-Study-for-FlowVax-COVID-19-Vaccine,https://www.accesswire.com/584325/Flow-Pharma-Announces-Start-of-Pre-Clinical-Efficacy-Study-for-FlowVax-COVID-19-Vaccine,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
84,No,,,EPV-CoV19,EpiVax Inc.,Vaccine - Prophylactic,COVID-19,Other,Vaccine,New,Generex Biotechnology; GAIA Vaccine Foundation,United States,Ongoing,Peptide-based epitope driven vaccine candidate; Expected to stimulate protective T-cell response; Expected to protect against severe disease rather than protect against infection; Specifically targeted at healthcare workers; Availability of no-cost licenses for the vaccine recipe for developing world countries who have GMP facilities for production of the vaccine; Phase 1 trial expected to begin in 3 months,,,,,,,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
84,Yes,,,https://epivax.com/home/vaccine-services/covid-19,https://epivax.com/home/vaccine-services/covid-19,,,,,,https://www.generex.com/covid-19,,,https://epivax.com/pipeline/epv-cov19,,,,,,,,,,,,,,,,,,,,,,,,,,,Okezi,04/08/2020,,,,,,,,,,,,,,
