115,No,,,,University of Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahman A,4/24/2020,,,,,,4/24/2020
115,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,No,,,INOpulse,Bellerophon Therapeutics Inc.,Therapeutic,Other,Small molecule,Other,Repurposed-Not Approved,Bellerophon Therapeutics,United States,Ongoing,Inhaled Nitric Oxide at Phase 2 for  for COPD - ILD - Sarcoidosis,,Phase 2,,,,,,,,,,,,,Phase 2; Currently pursuing Expanded Access Program clearance in USA; Currently applying for Phase III Trial,Covid-19,500,No,,,Seeking approval,,,,,,Rahman A,4/24/2020,,,,,,4/24/2020
116,Yes,,,,,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://www.bellerophon.com/,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,,,http://www.bellerophon.com/pipeline/,,,,,,,,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-receives-approval-commence-phase-2-trial-ph-copd,,,,,http://www.bellerophon.com/ ; http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,,,http://investors.bellerophon.com/news-releases/news-release-details/bellerophon-therapeutics-submits-investigational-new-drug,,,,,,,,,,,,,
117,No,,,CytoSorb,CytoSorbents Corporation,Therapeutic,Other,Other,Other,Repurposed-Not Approved,CytoSorb,Germany,On Market,Miller School of Medicine University of Miami Medical Center - Florida - United States; Robert I Grossman School of Medicine NYU Langone Medical Center New York United States; Thomas Jefferson University Hospital Philadelphia Pennsylvania United States; Rambam Health Care Campus Haifa Israel,,On Market,,,,,,,,,,4/10/2020,04/10/2020 by FDA for Covid-19 pandemic until revoked under section 564(b)(2) or section 564(g) of the Act,,Emergency Use - Not under Trial,,,,,,,,,,,,Rahman A,4/24/2020,,,,,,4/24/2020
117,Yes,,,,,https://next.cytosorb-therapy.com/en/the-adsorber/,https://next.cytosorb-therapy.com/en/the-adsorber/,https://next.cytosorb-therapy.com/en/the-adsorber/,https://next.cytosorb-therapy.com/en/the-adsorber/,https://cytosorbents.com/cytosorb-used-to-treat-more-than-70-critically-ill-covid-19-patients-and-specifically-added-to-coronavirus-treatment-guidelines-in-italy-and-panama/,https://next.cytosorb-therapy.com/en/the-adsorber/,https://next.cytosorb-therapy.com/en/the-adsorber/,https://cytosorbents.com/cytosorb-used-to-treat-more-than-70-critically-ill-covid-19-patients-and-specifically-added-to-coronavirus-treatment-guidelines-in-italy-and-panama/,https://cytosorbents.com/cytosorb-used-to-treat-more-than-70-critically-ill-covid-19-patients-and-specifically-added-to-coronavirus-treatment-guidelines-in-italy-and-panama/,,https://www.fda.gov/media/136867/download,,,,,,,,,,https://www.fda.gov/media/136867/download,,,https://cytosorbents.com/cytosorb-used-to-treat-more-than-70-critically-ill-covid-19-patients-and-specifically-added-to-coronavirus-treatment-guidelines-in-italy-and-panama/,,,,,,,,,,,,,,,,,,,
118,No,,,SNX-5542,Esanex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahman A,4/24/2020,,,,,,4/24/2020
118,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,No,,crofelemer,Mytesi,Jaguar Health,Therapeutic,COVID-19,Other,Other,Repurposed-Not Approved,Jaguar Health,USA,Failed,antidiarrheal for those on anti-retroviral therapy - used in HIV patients - permission sought from FDA for use in COVID patients,,Discovery,,,,,,,,,,Denied: Emergency Use Authorisation (EUA),,,,,,,,,,,,,,,Zain,4/12/2020,,,,,,4/12/2020
119,Yes,,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,https://www.marketscreener.com/JAGUAR-HEALTH-INC-59550999/news/JAGUAR-HEALTH-INC-Other-Events-form-8-K-30397142/,https://jaguarhealth.gcs-web.com/news-releases/news-release-details/napo-pharmaceuticals-expands-mytesi-crofelemer-patient-support,,https://www.reuters.com/article/brief-jaguar-health-says-declined-to-iss/brief-jaguar-health-says-declined-to-issue-an-eua-for-crofelemer-at-this-time-idINFWN2BY04H,,,,,,,,,,https://www.reuters.com/article/brief-jaguar-health-says-declined-to-iss/brief-jaguar-health-says-declined-to-issue-an-eua-for-crofelemer-at-this-time-idINFWN2BY04H,,,,,,,,,,,,,,,,,,,,,,
120,No,,,,Leibniz Institute,,,,,,,,,could not find therapeutic use; only antibody test for covid?,,,,,,,,,,,,,,,,,,,,,,,,,,,Zain,4/12/2020,,,,,,4/12/2020
120,Yes,,,,,,,,,,,,,https://www.wbur.org/commonhealth/2020/04/10/covid-19-coronavirus-antibody-testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No,,,,Allergan,,,,,,,,,could not find any therapeutic drug/vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,Zain,4/12/2020,,,,,,4/12/2020
121,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No,,,CD24Fc,OncoImmune,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Other,Repurposed-Approved,OncoImmune,USA,Ongoing,first-in-class recombinant fusion protein (biologic),,Phase 3,,,,,,,,,4/8/2020,No,,,3,COVID-19,230,No,1,University of Maryland - Baltimore - Maryland,04/08/20,May 2021,May 2022,,,,Zain,4/12/2020,,,,,,4/12/2020
122,Yes,,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,https://www.clinicaltrialsarena.com/news/oncoimmune-covid-19-therapy-trial/,http://www.oncoimmune.com/product-development/,,,,,,,,,,,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,,,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,https://www.clinicaltrials.gov/ct2/show/NCT04317040,,,,,,,,,,,
123,No,,,PUL-042 Inhalation Solution,Pulmotect,Therapeutic,COVID-19,Other,Other,New,Pulmotect,USA,Ongoing,2 Clinical Trials: one for short term immunisation; also one for reducing severity (link below for latter),,Phase 2,,,,,,,,4/1/2020,,No,,,2,COVID-19,200,No,Not listed,Houston Methodist Hospital - Houston - Texas,April 2020,September 2020,October 2020,,,,Zain,4/13/2020,,,,,,4/13/2020
123,Yes,,https://pulmotect.com/covid19-update/,,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://pulmotect.com/covid19-update/,https://www.clinicaltrials.gov/ct2/show/NCT04312997,,https://clinicaltrials.gov/ct2/show/NCT04313023,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04313023,,https://clinicaltrials.gov/ct2/show/NCT04313023,,,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,https://clinicaltrials.gov/ct2/show/NCT04313023,,,,,,,,,,,
124,No,,,,Digestive Disease Research Institute,,,,,,,,,could not find therapeutic drug/vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,Zain,4/13/2020,,,,,,4/13/2020
124,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No,,,,INSERM,Therapeutic,COVID-19,Other,Other,Repurposed-Not Approved,National Insitute for Health and Medical Research,France,Ongoing,Clinical Trials - stage unknown - to test 4 therapes: Remdesevir; Hydroxychloroquine; Lopinavir and Rotinavir; plus IFN-beta,,,,,,,,,,,,,,,,,,,,,,,,,,,Zain,4/13/2020,,,,,,4/13/2020
125,Yes,,,,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.connexionfrance.com/French-news/800-patients-in-France-in-Covid-19-drug-trial,https://www.sciencemag.org/news/2020/03/who-launches-global-megatrial-four-most-promising-coronavirus-treatments#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No,,Nitric Oxide,,Massachusetts General Hospital; Mallincrodt plc,Therapeutic,COVID-19,Other,Other,Repurposed-Approved,Massachusetts General Hospital,USA,Ongoing,4 Current/upcoming trials - to assess use of Nitric Oxide for treating COVID patients - and also potentially preventing the disease,,Phase 2,,,,,,,,3/23/2020,,,,,2,COVID-19,102,No,2,Massachusetts General Hospital - Massachusetts; Xijing Hospital - China,03/23/20,03/01/21,03/01/22,,,,Zain,4/13/2020,,,,,,4/13/2020
126,Yes,,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,https://www.wbur.org/commonhealth/2020/04/10/nitric-oxide-gas-mass-general-coronavirus-tests,,https://clinicaltrials.gov/ct2/show/NCT04290871,,,,,,,,https://clinicaltrials.gov/ct2/show/NCT04290871,,,,,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,https://clinicaltrials.gov/ct2/show/NCT04290871,,,,,,,,,,,
127,No,,Tocilizumab,RoActerma,National Cancer Institute,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,Roche and BARDA,United states,Ongoing,Phase 3 approved,,Phase 2,,,,,,FDA,,,,,,,2,COVID-19 pneumonia,400,,,,,,,,,,Anusha Joshi,4/10/2020,,,,,,4/10/2020
127,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No,,oseltamivir,Tamiflu,Rajavithi Hospital; Roche AG,Therapeutic,COVID-19,Small molecule,Antiviral drugs-not specified,Repurposed-Approved,Rajavithi Hospital,Thailand,Ongoing,,,Phase 3,,,,,,,,,4/15/2020,,,,3,COVID-19; SARS COV-2,320,No,,,04/15/2020,10/31/2020,11/30/2020,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
128,Yes,,https://clinicaltrials.gov/ct2/show/NCT04303299,,https://www.drugbank.ca/drugs/DB00198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No,,Hydroxychloroquine; Lopinavir; Ritonavir; Interferon-β 1a ,,Shahid Beheshti Univeristy of Medical Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
129,Yes,,https://www.smartpatients.com/trials/NCT04343768,,https://www.smartpatients.com/trials/NCT04343768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,,,,,,,
130,No,,sofosbuvir; ledipasvir,,Tehran University of Medical Sciences,Therapeutic,COVID-19,Small molecule,,,,Iran,Ongoing,,,Phase 2,,,,,,FDA,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
130,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
131,No,,,,Beijing Chaoyang Hospital; Capital Medical University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
131,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
132,No,,,,Beijing You'an Hospital; Capital Medical University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,4/11/2020,,,,,,4/11/2020
132,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha Joshi,,,,,,,
133,No,,Carrimycin,,Capital Medical University; Shenyang Tonglian Group Co. Ltd.,Therapeutic,COVID-19,,,,Beijing YouAn Hospital,China,Ongoing,,,Phase 4,,,,,,NMPA,,,,,,,4,COVID-19,520,No,11,,02/27/2020,02/28/2021,02/28/2021,,,,Anusha Joshi,4/12/2020,,,,,,4/12/2020
133,Yes,,https://clinicaltrials.gov/ct2/show/record/NCT04286503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No,,Interleukin-6 monoclonal antibody,CMAB806,JinYu Bio-Technology,Therapeutic,ARDS,,,,,China,Ongoing,Study goes to May 31st,,Phase 2,,Completed,Completed,Completed,Completed,,Skipped,2/20/2020,,,,,Phase 2,cytokine release syndrome of new coronavirus pneumonia (COVID-19),60,No,1,Wuhan - China,02/20/2020,05/31/2020,05/31/2020,ChiCTR2000030196,,,Matthew,4/24/2020,,,,,,4/24/2020
134,Yes,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,,,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,,,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,http://www.chictr.org.cn/showprojen.aspx?proj=49883,,,,,,,,,,
135,No,,Mesenchymal Stem Cells,CAStem,Beijing 302 Hospital,Therapeutic,COVID-19,Cell therapies,Other,New,,China,Ongoing,,,Phase 2,,Completed,Completed,Completed,Completed,,Skipped,3/5/2020,,,,,Phase 2,COVID-19,90,No,2,Maternal and Child Hospital of Hubei Province - Wuhan - China; Wuhan Huoshenshan Hospital - Wuhan - China,03/05/2020,07/15/2020,07/31/2020,NCT04288102,,,Matthew,4/24/2020,,,,,,4/24/2020
135,Yes,,https://clinicaltrials.gov/ct2/show/NCT04288102,http://www.xinhuanet.com/english/2020-03/05/c_138846353.htm,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,,,https://clinicaltrials.gov/ct2/show/NCT04288102,,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,,,,,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,https://clinicaltrials.gov/ct2/show/NCT04288102,,,,,,,,,,
136,No,,NKG2D-ACE2 CAR-NK Cells,,Chongqing Public Health Medical Center,Therapeutic,COVID-19,Cell therapies,Other,New,Chongqing Sidemu Biotechnology,China,Ongoing,Phase I/II Trial,,Phase 2,,Completed,Completed,Completed,Completed,,3/21/2020,3/21/2020,,,,,Phase 2,COVID-19,90,No,1,Chongqing Public Health Medical Center,03/21/2020,05/31/2020,09/30/2020,NCT04324996,,,Matthew,4/26/2020,,,,,,4/26/2020
136,Yes,,https://clinicaltrials.gov/ct2/show/NCT04324996,,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,,https://clinicaltrials.gov/ct2/show/NCT04324996,,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,,,,,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,https://clinicaltrials.gov/ct2/show/NCT04324996,,,,,,,,,,
137,No,,Long-acting interferon alpha-2a; ribavirin,,Foshan First People's Hospital,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Antiviral drugs-not specified,New,,China,Ongoing,,,Phase 2,,Completed,Completed,Completed,Completed,,Skipped,2/26/2020,,,,,Phase 2,COVID-19,30,No,5,Foshan First People's Hospital - Foshan - China; Zhongshan Second People's Hospital - China; The Ninth People's Hospital of Dongguan - China; Jiangmen Central Hospital - China; Foshan Fourth People's Hospital - China,02/26/2020,08/26/2020,08/26/2020,ChiCTR2000030922,,,Matthew,4/26/2020,,,,,,4/26/2020
137,Yes,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,,,,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,http://www.chictr.org.cn/showprojen.aspx?proj=51141,,,,,,,,,,
138,No,,Triazavirin,,Health commission of Heilongjiang province,Therapeutic,COVID-19,Small molecule,Antiviral drugs-broad spectrum,Repurposed-Not Approved,,China,Ongoing,Originally developed in Russia for Influenza.,,Phase 3,,Completed,Completed,Completed,Completed,,Completed,Completed,2/15/2020,,,,Phase 3,COVID-19,240,No,4,The First Affiliated Hospital of Harbin Medical University - China; The Second Affiliated Hospital of Harbin Medical University - China; The Fourth Affiliated Hospital of Harbin Medical University - China; Heilongijiang Provincial Hospital - China,02/15/2020,05/28/2020,05/28/2020,ChiCTR2000030001,,,Matthew,4/26/2020,,,,,,4/26/2020
138,Yes,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,https://www.drugbank.ca/drugs/DB15622,https://www.drugbank.ca/drugs/DB15622,https://www.drugbank.ca/drugs/DB15622,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,https://www.drugbank.ca/drugs/DB15622,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,,,,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,http://www.chictr.org.cn/showprojen.aspx?proj=49723,,,,,,,,,,
139,No,,azvudine,,Henan Provincial People's Hospital,Therapeutic,COVID-19,Small molecule,Antiviral drugs-antiretrovirals,Repurposed-Not Approved,,China,Ongoing,http://www.chictr.org.cn/showprojen.aspx?proj=50507,,Phase 1,,,,,,,,,,,,,,,,,,,,,,,,,Arshy,4/20/2020,,,,,,4/20/2020
